房源名称,房型面积,户型,朝向,地区,具体地址,照片地址,链接地址,月租价格
合租·湘府十城,16.00㎡,5室1厅2卫,南,雨花,汽车南站-湘府十城,https://image1.ljcdn.com/rent-user-avatar/7f823430-1a8a-44b2-a7a8-213580629f87.250x182.jpg,https://cs.lianjia.com/zufang/CS2526045633161199616.html,650 元/月
整租·长房东旭国际,108.27㎡,3室1厅2卫,南北,雨花,武广新城-长房东旭国际,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1673646800021487616.html,3500 元/月
合租·北辰三角洲奥城E4区,12.00㎡,5室1厅2卫,东南,开福,北辰三角洲-北辰三角洲奥城E4区,https://image1.ljcdn.com/rent-user-avatar/b9f881d7-d88d-4604-9206-395dbbf274be.250x182.jpg,https://cs.lianjia.com/zufang/CS1668836563619938304.html,599 元/月
整租·龙湖湘江星座,30.00㎡,1室1厅1卫,南,岳麓,东方红-龙湖湘江星座,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1682348349002350592.html,1600 元/月
合租·长远华樟名府,18.00㎡,5室1厅2卫,东南,雨花,尚东-长远华樟名府,https://image1.ljcdn.com/rent-user-avatar/341bf9e4-2780-4b87-9f43-0e5724b2867d.250x182.jpg,https://cs.lianjia.com/zufang/CS2865230135496818688.html,700 元/月
整租·世方水岸,110.00㎡,3室2厅2卫,南,开福,四方坪-世方水岸,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1674612198866944000.html,2400 元/月
整租·云集国际广场,53.00㎡,1室1厅1卫,南,雨花,韶山南路-云集国际广场,https://image1.ljcdn.com/rent-user-avatar/beccb6e6-45f1-42a5-aefd-2be84f2d3ba4.250x182.jpg,https://cs.lianjia.com/zufang/CS1688775416346574848.html,1640 元/月
整租·万润·滨江天著,131.51㎡,3室2厅2卫,南,望城,金星北-万润·滨江天著,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1676932153658572800.html,2300 元/月
合租·戥子桥,18.00㎡,4室1厅1卫,南,开福,松桂园-戥子桥,https://image1.ljcdn.com/rent-user-avatar/89c35dcc-1300-4220-9194-193b4e4e7913.250x182.jpg,https://cs.lianjia.com/zufang/CS1649386025744596992.html,950 元/月
整租·祥和苑,136.00㎡,4室1厅2卫,南,岳麓,汽车西站-祥和苑,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1680902573998997504.html,2500 元/月
整租·滨河嘉园,150.00㎡,3室2厅2卫,西南,开福,福元西路-滨河嘉园,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1681547113005056000.html,2900 元/月
整租·碧桂园翘楚棠,95.00㎡,3室2厅2卫,南,长沙县,万家丽北-碧桂园翘楚棠,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1687019620793319424.html,2500 元/月
整租·梅溪正荣府,130.00㎡,4室2厅2卫,南,岳麓,岳麓其他-梅溪正荣府,https://image1.ljcdn.com/rent-user-avatar/e2edf1a6-c70b-49cf-bc87-9b64f4947a56.250x182.jpg,https://cs.lianjia.com/zufang/CS1691668047967813632.html,3300 元/月
整租·沁园春御院,117.00㎡,3室2厅2卫,东南,岳麓,河西步步高-沁园春御院,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1680563895955095552.html,3400 元/月
整租·东宜兰园墨兰轩,127.00㎡,3室2厅1卫,南,芙蓉,汽车东站-东宜兰园墨兰轩,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1682616587191844864.html,2500 元/月
整租·南璟滨江书苑,95.00㎡,3室1厅1卫,南北,望城,望城区-南璟滨江书苑,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1687802551904239616.html,1800 元/月
合租·腾达家园,21.00㎡,5室1厅2卫,南,雨花,尚东-腾达家园,https://image1.ljcdn.com/rent-user-avatar/8a67016a-a175-426e-9062-00df11bf5646.250x182.jpg,https://cs.lianjia.com/zufang/CS1692037642234888192.html,666 元/月
整租·旷远洋湖18克拉,130.00㎡,4室2厅2卫,南,岳麓,洋湖垸-旷远洋湖18克拉,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1684123254689628160.html,3500 元/月
整租·标志商务中心,39.00㎡,1室1厅1卫,南,天心,湘府路-标志商务中心,https://image1.ljcdn.com/rent-user-avatar/c669a381-bd6b-428e-80f6-40267e88ea09.250x182.jpg,https://cs.lianjia.com/zufang/CS1691660286869635072.html,1485 元/月
整租·盈峰翠邸,188.00㎡,5室2厅2卫,南,望城,望城区-盈峰翠邸,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1607272576629866496.html,5000 元/月
整租·富利大楼,26.00㎡,1室0厅1卫,东南,芙蓉,浏城桥-富利大楼,https://image1.ljcdn.com/rent-user-avatar/d94c4aaf-ae75-460e-adbb-84147cf3dc85.250x182.jpg,https://cs.lianjia.com/zufang/CS1629439165374398464.html,1209 元/月
整租·湘江壹号一期,245.00㎡,4室2厅4卫,南北,开福,金霞-湘江壹号一期,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1592505649952980992.html,4000 元/月
合租·北辰凤凰天街,20.00㎡,4室1厅2卫,东南,开福,北辰三角洲-北辰凤凰天街,https://image1.ljcdn.com/rent-user-avatar/48b6f83c-214b-484d-b3ce-0355013a11da.250x182.jpg,https://cs.lianjia.com/zufang/CS1691375626818158592.html,599 元/月
整租·长燃润和悦公馆,40.00㎡,1室0厅1卫,南北,望城,金星北-长燃润和悦公馆,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1612000606019387392.html,800 元/月
合租·湘府邻伴,15.00㎡,5室1厅2卫,东南,天心,德思勤-湘府邻伴,https://image1.ljcdn.com/rent-user-avatar/7d136a71-2c6b-4a09-88e2-a85f438f1403.250x182.jpg,https://cs.lianjia.com/zufang/CS1642737193204056064.html,499 元/月
整租·恒基凯旋门,85.00㎡,2室2厅1卫,南,长沙县,开元路-恒基凯旋门,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1622851769925107712.html,2000 元/月
合租·长沙市花鼓戏剧院,15.00㎡,4室1厅1卫,南,开福,伍家岭-长沙市花鼓戏剧院,https://image1.ljcdn.com/rent-user-avatar/f7c306e7-0ecd-4899-8908-e0dd1372d756.250x182.jpg,https://cs.lianjia.com/zufang/CS1690225777909432320.html,750 元/月
整租·科大景园A,100.00㎡,3室2厅1卫,南,开福,四方坪-科大景园A,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1625344426765189120.html,2200 元/月
合租·富兴汇中央,17.00㎡,3室1厅1卫,南,天心,铁道学院-富兴汇中央,https://image1.ljcdn.com/rent-user-avatar/afd3c8b2-2f52-4410-b3c9-e8f440e5d990.250x182.jpg,https://cs.lianjia.com/zufang/CS1641658582569058304.html,630 元/月
整租·长房云时代,128.00㎡,4室2厅2卫,南,岳麓,雷锋大道-长房云时代,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1643101470989484032.html,1800 元/月
整租·旭辉御府,96.00㎡,3室2厅1卫,南,岳麓,梅溪湖北岸-旭辉御府,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1664844143999844352.html,2000 元/月
整租·长沙恒大文化旅游城,113.00㎡,3室2厅2卫,南北,岳麓,岳麓其他-长沙恒大文化旅游城,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1639173177663815680.html,1700 元/月
整租·交通设计院陈家湖宿舍,83.00㎡,3室1厅1卫,南,开福,北辰三角洲-交通设计院陈家湖宿舍,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1665210100974878720.html,2000 元/月
整租·永定小区,100.00㎡,3室2厅2卫,南北,雨花,高桥-永定小区,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1666762676098826240.html,2000 元/月
整租·乐尚城,50.00㎡,1室1厅1卫,北,雨花,树木岭-乐尚城,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1651142005457158144.html,1000 元/月
整租·润和国际广场,134.00㎡,1室1厅1卫,南,开福,福元西路-润和国际广场,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1655804531730022400.html,4000 元/月
整租·蓝光雍锦半岛,209.00㎡,4室2厅3卫,南,岳麓,岳麓其他-蓝光雍锦半岛,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS2868891969558413312.html,2600 元/月
整租·明发阅江悦府,51.00㎡,1室1厅1卫,南,望城,金星北-明发阅江悦府,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1588379982550269952.html,1000 元/月
整租·蓝光雍锦半岛,126.00㎡,3室2厅2卫,南北,岳麓,岳麓其他-蓝光雍锦半岛,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS2905934096599891968.html,2500 元/月
整租·佳俊万家府,100.00㎡,3室2厅2卫,南北,长沙县,中南汽车世界-佳俊万家府,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1603301060296835072.html,1800 元/月
整租·盈峰翠邸,188.00㎡,5室2厅2卫,南,望城,望城区-盈峰翠邸,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1607272576629866496.html,5000 元/月
整租·湘江壹号一期,245.00㎡,4室2厅4卫,南北,开福,金霞-湘江壹号一期,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1592505649952980992.html,4000 元/月
整租·中信凯旋蓝岸,103.00㎡,3室2厅2卫,南,天心,省政府-中信凯旋蓝岸,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1666298756384948224.html,2700 元/月
整租·北辰三角洲C2区,140.00㎡,3室2厅2卫,南西南,开福,北辰三角洲-北辰三角洲C2区,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1676126037726986240.html,10800 元/月
整租·中航城,137.68㎡,4室2厅2卫,南北,雨花,万家丽南路-中航城,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1678723075652190208.html,4500 元/月
整租·中天星耀城,100.00㎡,3室2厅2卫,南北,雨花,武广新城-中天星耀城,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1670794965904523264.html,1500 元/月
整租·几米空间,36.00㎡,1室0厅1卫,南,雨花,赤岗冲-几米空间,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1673280733046636544.html,1300 元/月
整租·长房东旭国际,108.27㎡,3室1厅2卫,南北,雨花,武广新城-长房东旭国际,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1673646800021487616.html,3500 元/月
整租·龙湖湘江星座,30.00㎡,1室1厅1卫,南,岳麓,东方红-龙湖湘江星座,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1682348349002350592.html,1600 元/月
整租·世方水岸,110.00㎡,3室2厅2卫,南,开福,四方坪-世方水岸,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1674612198866944000.html,2400 元/月
整租·万润·滨江天著,131.51㎡,3室2厅2卫,南,望城,金星北-万润·滨江天著,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1676932153658572800.html,2300 元/月
整租·祥和苑,136.00㎡,4室1厅2卫,南,岳麓,汽车西站-祥和苑,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1680902573998997504.html,2500 元/月
整租·滨河嘉园,150.00㎡,3室2厅2卫,西南,开福,福元西路-滨河嘉园,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1681547113005056000.html,2900 元/月
整租·碧桂园翘楚棠,95.00㎡,3室2厅2卫,南,长沙县,万家丽北-碧桂园翘楚棠,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1687019620793319424.html,2500 元/月
整租·沁园春御院,117.00㎡,3室2厅2卫,东南,岳麓,河西步步高-沁园春御院,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1680563895955095552.html,3400 元/月
整租·盈峰翠邸,188.00㎡,5室2厅2卫,南,望城,望城区-盈峰翠邸,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1607272576629866496.html,5000 元/月
合租·书香名邸,15.00㎡,5室1厅2卫,东南,雨花,左家塘-书香名邸,https://image1.ljcdn.com/rent-user-avatar/29aa855d-dbcc-4340-8146-ccd606bfe0af.250x182.jpg,https://cs.lianjia.com/zufang/CS1688109371206139904.html,607 元/月
整租·群芳园,95.00㎡,3室2厅1卫,南,开福,伍家岭-群芳园,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1691637773733199872.html,1800 元/月
合租·学院新村,13.00㎡,3室0厅3卫,南,天心,五一广场-学院新村,https://image1.ljcdn.com/rent-user-avatar/d6c76c80-9e52-4e52-bfc8-120ba4085960.250x182.jpg,https://cs.lianjia.com/zufang/CS1673538978382348288.html,1200 元/月
整租·水电二公司宿舍,68.50㎡,3室1厅1卫,南北,长沙县,汽车东站-水电二公司宿舍,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1691011708417474560.html,1500 元/月
合租·江河双水湾,25.00㎡,4室1厅2卫,南,雨花,武广新城-江河双水湾,https://image1.ljcdn.com/rent-user-avatar/7930d88a-5ad6-4096-b7e3-12c56ec013bb.250x182.jpg,https://cs.lianjia.com/zufang/CS1680437651892600832.html,760 元/月
整租·北辰三角洲奥城E4区,50.00㎡,1室1厅1卫,南,开福,北辰三角洲-北辰三角洲奥城E4区,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1691728458243112960.html,2500 元/月
合租·凤凰大厦,15.00㎡,5室1厅2卫,东南,芙蓉,浏城桥-凤凰大厦,https://image1.ljcdn.com/rent-user-avatar/b21a084e-0439-4289-9c8b-447bd634e9da.250x182.jpg,https://cs.lianjia.com/zufang/CS1684436209092263936.html,759 元/月
整租·中航城,137.68㎡,4室2厅2卫,南北,雨花,万家丽南路-中航城,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1678723075652190208.html,4500 元/月
合租·锦泰家园,13.00㎡,4室1厅1卫,南,芙蓉,火车站-锦泰家园,https://image1.ljcdn.com/rent-user-avatar/d11d5b0f-f44f-4012-8ff2-c936eeaef8cc.250x182.jpg,https://cs.lianjia.com/zufang/CS1611563009061158912.html,718 元/月
整租·中天星耀城,100.00㎡,3室2厅2卫,南北,雨花,武广新城-中天星耀城,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1670794965904523264.html,1500 元/月
合租·银港水晶城,18.00㎡,4室1厅1卫,南,芙蓉,马王堆-银港水晶城,https://image1.ljcdn.com/rent-user-avatar/b0a26457-8705-4813-914a-e7dd25ce6742.250x182.jpg,https://cs.lianjia.com/zufang/CS1679334958771994624.html,700 元/月
整租·荣盛花语书苑,120.00㎡,3室2厅2卫,南北,天心,黄土岭-荣盛花语书苑,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1611321406824382464.html,3500 元/月
合租·中建梅溪湖中心,25.00㎡,5室1厅2卫,东南,岳麓,梅溪湖北岸-中建梅溪湖中心,https://image1.ljcdn.com/rent-user-avatar/a434696b-612f-4ada-85c7-f0bcdfbc5296.250x182.jpg,https://cs.lianjia.com/zufang/CS1688049974543122432.html,807 元/月
整租·中信凯旋蓝岸,103.00㎡,3室2厅2卫,南,天心,省政府-中信凯旋蓝岸,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1666298756384948224.html,2700 元/月
整租·北辰三角洲C2区,140.00㎡,3室2厅2卫,南西南,开福,北辰三角洲-北辰三角洲C2区,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1676126037726986240.html,10800 元/月
整租·益安公寓,120.00㎡,3室2厅2卫,南北,开福,福元西路-益安公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1681496684883869696.html,1234 元/月
合租·书香名邸,22.00㎡,3室1厅2卫,东南,雨花,左家塘-书香名邸,https://image1.ljcdn.com/rent-user-avatar/03355569-2bb9-4384-843a-f590dab92add.250x182.jpg,https://cs.lianjia.com/zufang/CS1684123537683513344.html,607 元/月
整租·湾田国际,52.00㎡,1室1厅1卫,南,望城,青竹湖-湾田国际,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1692165488764780544.html,900 元/月
整租·恒广国际景园,116.00㎡,3室2厅2卫,南,长沙县,中南汽车世界-恒广国际景园,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1678596082210177024.html,850 元/月
整租·长高圆梦佳苑,136.00㎡,3室2厅2卫,南北,望城,金星北-长高圆梦佳苑,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1641406279748419584.html,1000 元/月
整租·顺天北国风光,135.00㎡,5室1厅2卫,东,开福,开福区政府-顺天北国风光,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1676872606189355008.html,1100 元/月
整租·废旧物资市场宿舍,98.00㎡,3室1厅1卫,南北,望城,望城区-废旧物资市场宿舍,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1671815322153254912.html,1500 元/月
整租·湖南国际商务中心,110.59㎡,1室1厅1卫,南,芙蓉,火车站-湖南国际商务中心,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1666818982226690048.html,4200 元/月
整租·长燃新奥佳园,137.00㎡,4室2厅2卫,南,望城,金星北-长燃新奥佳园,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1685221976563515392.html,2500 元/月
整租·日盛湖湘花苑,128.90㎡,4室2厅2卫,南北,长沙县,汽车东站-日盛湖湘花苑,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1685289515255595008.html,1200 元/月
